kabupaten_kota,kecamatan,desa,dimensi_sosial,dimensi_ekonomi,dimensi_lingkungan,skor_idm,status_idm
Kab. Bandung,Ciparay,Serangmekar,0.9257,0.8,1,0.9086,Mandiri
Kab. Bandung,Ciparay,Babakan,0.8743,0.8,0.8,0.8248,Mandiri
Kab. Bandung,Ciparay,Bumiwangi,0.9029,0.75,0.9333,0.8621,Mandiri
Kab. Bandung,Ciparay,Mekarlaksana,0.8571,0.75,0.8667,0.8246,Mandiri
Kab. Bandung,Pacet,Cipeujeuh,0.8743,0.8833,0.8667,0.8748,Mandiri
Kab. Bandung,Pacet,Cikitu,0.8114,0.7167,0.8,0.776,Maju
Kab. Bandung,Pacet,Cinanggela,0.8114,0.6167,0.7333,0.7205,Maju
Kab. Bandung,Pacet,Maruyung,0.96,0.9333,0.8,0.8978,Mandiri
Kab. Bandung,Pacet,Sukarame,0.8229,0.6167,0.7333,0.7243,Maju
Kab. Bandung,Pacet,Nagrak,0.9086,0.7,0.9333,0.8473,Mandiri
Kab. Bandung,Pacet,Cikawao,0.9371,0.6667,0.8,0.8013,Maju
Kab. Bandung,Pacet,Mekarjaya,0.8,0.6667,0.8,0.7556,Maju
Kab. Bandung,Pacet,Pangauban,0.8514,0.55,0.8667,0.756,Maju
Kab. Bandung,Pacet,Mandalahaji,0.9086,0.7333,0.7333,0.7917,Maju
Kab. Bandung,Pacet,Girimulya,0.8629,0.6833,0.8,0.7821,Maju
Kab. Bandung,Pacet,Tanjungwangi,0.8971,0.6833,0.8,0.7935,Maju
Kab. Bandung,Pacet,Mekarsari,0.8286,0.7,0.8,0.7762,Maju
Kab. Bandung,Kertasari,Sukapura,0.9771,0.8167,0.8667,0.8868,Mandiri
Kab. Bandung,Kertasari,Cibeureum,0.9657,0.9333,0.9333,0.9441,Mandiri
Kab. Bandung,Kertasari,Santosa,0.8229,0.7,0.9333,0.8187,Mandiri
Kab. Bandung,Kertasari,Tarumajaya,0.9714,0.9,0.9333,0.9349,Mandiri
Kab. Bandung,Kertasari,Neglawangi,0.9143,0.6833,0.9333,0.8437,Mandiri
Kab. Bandung,Kertasari,Cihawuk,0.8571,0.6833,0.9333,0.8246,Mandiri
Kab. Bandung,Kertasari,Cikembang,0.9429,0.6833,0.8667,0.831,Mandiri
Kab. Bandung,Kertasari,Resmi Tingal,0.8629,0.8,0.8667,0.8432,Mandiri
Kab. Bandung,Baleendah,Bojongmalaka,0.9086,0.7667,0.8667,0.8473,Mandiri
Kab. Bandung,Baleendah,Rancamanyar,0.88,0.9167,0.9333,0.91,Mandiri
Kab. Bandung,Baleendah,Malakasari,0.8571,0.7333,0.8667,0.819,Mandiri
Kab. Bandung,Majalaya,Majalaya,0.9657,0.95,0.8,0.9052,Mandiri
Kab. Bandung,Majalaya,Wangisagara,0.96,0.7833,0.8,0.8478,Mandiri
Kab. Bandung,Majalaya,Biru,0.9543,0.85,0.8667,0.8903,Mandiri
Kab. Bandung,Majalaya,Padamulya,0.8914,0.8,0.6,0.7638,Maju
Kab. Bandung,Majalaya,Bojong,0.8514,0.85,0.7333,0.8116,Maju
Kab. Bandung,Majalaya,Majasetra,0.92,0.95,0.8,0.89,Mandiri
Kab. Bandung,Majalaya,Majakerta,0.9143,0.9167,0.7333,0.8548,Mandiri
Kab. Bandung,Majalaya,Sukamaju,0.9029,0.8833,0.8,0.8621,Mandiri
Kab. Bandung,Majalaya,Padaulun,0.9371,0.6833,0.6667,0.7624,Maju
Kab. Bandung,Majalaya,Neglasari,0.8914,0.6667,0.6667,0.7416,Maju
Kab. Bandung,Majalaya,Sukamukti,0.8514,0.6333,0.6667,0.7171,Maju
Kab. Bandung,Solokanjeruk,Rancakasumba,0.9429,0.7667,0.7333,0.8143,Maju
Kab. Bandung,Solokanjeruk,Solokanjeruk,0.9657,0.85,0.7333,0.8497,Mandiri
Kab. Bandung,Solokanjeruk,Cibodas,0.96,0.7833,0.7333,0.8256,Mandiri
Kab. Bandung,Solokanjeruk,Panyadap,0.9657,0.7333,0.8667,0.8552,Mandiri
Kab. Bandung,Solokanjeruk,Bojongemas,0.9371,0.8167,0.7333,0.829,Mandiri
Kab. Bandung,Solokanjeruk,Padamukti,0.9371,0.7833,0.7333,0.8179,Mandiri
Kab. Bandung,Solokanjeruk,Langensari,0.9371,0.7333,0.8,0.8235,Mandiri
Kab. Bandung,Paseh,Cigentur,0.8629,0.8833,0.8,0.8487,Mandiri
Kab. Bandung,Paseh,Cipedes,0.8343,0.6667,0.7333,0.7448,Maju
Kab. Bandung,Paseh,Loa,0.9086,0.6,0.8667,0.7917,Maju
Kab. Bandung,Paseh,Cijagra,0.8571,0.7667,0.6667,0.7635,Maju
Kab. Bandung,Paseh,Cipaku,0.9257,0.8667,0.8,0.8641,Mandiri
Kab. Bandung,Paseh,Sindangsari,0.88,0.6333,0.9333,0.8156,Mandiri
Kab. Bandung,Paseh,Drawati,0.8,0.6,0.8667,0.7556,Maju
Kab. Bandung,Paseh,Sukamanah,0.8857,0.8167,0.8,0.8341,Mandiri
Kab. Bandung,Paseh,Sukamantri,0.9314,0.7333,0.8,0.8216,Mandiri
Kab. Bandung,Paseh,Karangtunggal,0.7486,0.75,0.6667,0.7217,Maju
Kab. Bandung,Paseh,Mekarpawitan,0.8857,0.7,0.6667,0.7508,Maju
Kab. Bandung,Paseh,Tangsimekar,0.9086,0.7833,0.8,0.8306,Mandiri
Kab. Bandung,Ibun,Ibun,0.9086,0.9,0.8667,0.8917,Mandiri
Kab. Bandung,Ibun,Laksana,0.8457,0.6833,0.9333,0.8208,Mandiri
Kab. Bandung,Ibun,Dukuh,0.8171,0.6667,0.8667,0.7835,Maju
Kab. Bandung,Ibun,Talun,0.8971,0.6333,0.8667,0.799,Maju
Kab. Bandung,Ibun,Pangguh,0.8914,0.6167,0.8,0.7694,Maju
Kab. Bandung,Ibun,Lampegan,0.8686,0.7833,0.6667,0.7729,Maju
Kab. Bandung,Ibun,Neglasari,0.8457,0.5833,0.6667,0.6986,Berkembang
Kab. Bandung,Ibun,Mekarwangi,0.8857,0.65,0.8667,0.8008,Maju
Kab. Bandung,Ibun,Sudi,0.8229,0.6333,0.8667,0.7743,Maju
Kab. Bandung,Ibun,Tanggulun,0.8743,0.7,0.9333,0.8359,Mandiri
Kab. Bandung,Ibun,Cibeet,0.8057,0.8,0.8,0.8019,Maju
Kab. Bandung,Ibun,Karyalaksana,0.8743,0.7667,1,0.8803,Mandiri
Kab. Bandung,Soreang,Soreang,0.9429,1,0.8,0.9143,Mandiri
Kab. Bandung,Soreang,Sadu,0.9714,0.9,0.9333,0.9349,Mandiri
Kab. Bandung,Soreang,Panyirapan,0.9657,0.7333,0.8,0.833,Mandiri
Kab. Bandung,Soreang,Sukajadi,0.8971,0.85,0.8,0.849,Mandiri
Kab. Bandung,Soreang,Pamekaran,0.96,0.9833,0.8,0.9144,Mandiri
Kab. Bandung,Soreang,Karamatmulya,0.9771,0.9,0.8667,0.9146,Mandiri
Kab. Bandung,Soreang,Sukanagara,0.92,0.6667,0.8667,0.8178,Mandiri
Kab. Bandung,Soreang,Cingcin,0.9886,0.9667,0.8667,0.9406,Mandiri
Kab. Bandung,Soreang,Parungserab,0.9257,0.9,0.8667,0.8975,Mandiri
Kab. Bandung,Soreang,Sekarwangi,0.9029,0.8167,0.8,0.8398,Mandiri
Kab. Bandung,Pasirjambu,Pasirjambu,0.9314,0.8333,0.6,0.7883,Maju
Kab. Bandung,Pasirjambu,Cibodas,0.8914,0.8333,0.9333,0.886,Mandiri
Kab. Bandung,Pasirjambu,Cikoneng,0.8571,0.6833,0.8667,0.8024,Maju
Kab. Bandung,Pasirjambu,Cukanggenteng,0.9029,0.8167,0.6,0.7732,Maju
Kab. Bandung,Pasirjambu,Cisondari,0.92,0.8333,0.8,0.8511,Mandiri
Kab. Bandung,Pasirjambu,Margamulya,0.8514,0.8833,0.8667,0.8671,Mandiri
Kab. Bandung,Pasirjambu,Mekarsari,0.8629,0.7667,0.9333,0.8543,Mandiri
Kab. Bandung,Pasirjambu,Mekarmaju,0.8971,0.6333,1,0.8435,Mandiri
Kab. Bandung,Pasirjambu,Sugihmukti,0.88,0.8333,0.8667,0.86,Mandiri
Kab. Bandung,Pasirjambu,Tenjolaya,0.8971,0.85,0.8,0.849,Mandiri
Kab. Bandung,Ciwidey,Lebakmuncang,0.9714,0.9,1,0.9571,Mandiri
Kab. Bandung,Ciwidey,Ciwidey,0.9543,0.95,0.8667,0.9237,Mandiri
Kab. Bandung,Ciwidey,Nengkelan,0.8514,0.7667,0.8667,0.8283,Mandiri
Kab. Bandung,Ciwidey,Panundaan,0.96,0.9333,1,0.9644,Mandiri
Kab. Bandung,Ciwidey,Panyocokan,0.9486,0.7667,1,0.9051,Mandiri
Kab. Bandung,Ciwidey,Rawabogo,0.8114,0.9167,0.8667,0.8649,Mandiri
Kab. Bandung,Ciwidey,Sukawening,0.88,0.6833,1,0.8544,Mandiri
Kab. Bandung,Rancabali,Patengan,0.9143,0.6667,0.9333,0.8381,Mandiri
Kab. Bandung,Rancabali,Sukaresmi,0.8686,0.7333,0.9333,0.8451,Mandiri
Kab. Bandung,Rancabali,Indragiri,0.8857,0.8333,1,0.9063,Mandiri
Kab. Bandung,Rancabali,Cipelah,0.88,0.7833,0.9333,0.8656,Mandiri
Kab. Bandung,Rancabali,Alamendah,0.9714,0.9333,1,0.9683,Mandiri
Kab. Bandung,Cangkuang,Cangkuang,0.9086,0.7667,1,0.8917,Mandiri
Kab. Bandung,Cangkuang,Ciluncat,0.9371,0.7667,0.8667,0.8568,Mandiri
Kab. Bandung,Cangkuang,Nagrak,0.92,0.7667,0.4667,0.7178,Maju
Kab. Bandung,Cangkuang,Bandasari,0.9429,0.6167,0.8,0.7865,Maju
Kab. Bandung,Cangkuang,Pananjung,0.9143,0.6167,0.6667,0.7325,Maju
Kab. Bandung,Cangkuang,Jatisari,0.8171,0.6167,0.9333,0.789,Maju
Kab. Bandung,Cangkuang,Tanjungsari,0.8229,0.7167,0.8667,0.8021,Maju
Kab. Bandung,Kutawaringin,Jelegong,0.8971,0.85,0.8,0.849,Mandiri
Kab. Bandung,Kutawaringin,Jatisari,0.8571,0.85,0.9333,0.8802,Mandiri
Kab. Bandung,Kutawaringin,Pameuntasan,0.9257,0.8833,1,0.9363,Mandiri
Kab. Bandung,Kutawaringin,Kopo,0.8457,0.8167,0.8,0.8208,Mandiri
Kab. Bandung,Kutawaringin,Cibodas,0.8,0.8333,0.9333,0.8556,Mandiri
Kab. Bandung,Kutawaringin,Kutawaringin,0.9314,0.8333,0.8,0.8549,Mandiri
Kab. Bandung,Kutawaringin,Sukamulya,0.8,0.5833,0.7333,0.7056,Berkembang
Kab. Bandung,Kutawaringin,Padasuka,0.8914,0.7167,0.8667,0.8249,Mandiri
Kab. Bandung,Kutawaringin,Buninagara,0.8457,0.65,0.8667,0.7875,Maju
Kab. Bandung,Kutawaringin,Gajah Mekar,0.9829,0.75,0.9333,0.8887,Mandiri
Kab. Bandung,Kutawaringin,Cilame,0.84,0.9333,0.8667,0.88,Mandiri
Kab. Karanganyar,Jatipuro,Ngepungsari,0.7771,0.6667,0.6,0.6813,Berkembang
Kab. Karanganyar,Jatipuro,Jatipurwo,0.7829,0.6833,0.6,0.6887,Berkembang
Kab. Karanganyar,Jatipuro,Jatipuro,0.72,0.6167,0.6667,0.6678,Berkembang
Kab. Karanganyar,Jatipuro,Jatisobo,0.7314,0.6,0.5333,0.6216,Berkembang
Kab. Karanganyar,Jatipuro,Jatiwarno,0.7371,0.5833,0.6,0.6402,Berkembang
Kab. Karanganyar,Jatipuro,Jatimulyo,0.7829,0.5333,0.6,0.6387,Berkembang
Kab. Karanganyar,Jatipuro,Jatisuko,0.8,0.5667,0.5333,0.6333,Berkembang
Kab. Karanganyar,Jatipuro,Jatiharjo,0.7771,0.6,0.6,0.659,Berkembang
Kab. Karanganyar,Jatipuro,Jatikuwung,0.84,0.5333,0.6667,0.68,Berkembang
Kab. Karanganyar,Jatipuro,Jatiroyo,0.7829,0.5667,0.6667,0.6721,Berkembang
Kab. Karanganyar,Jatiyoso,Jatisawit,0.8057,0.65,0.8667,0.7741,Maju
Kab. Karanganyar,Jatiyoso,Petung,0.84,0.6333,0.6667,0.7133,Maju
Kab. Karanganyar,Jatiyoso,Wonokeling,0.7543,0.6167,0.8,0.7237,Maju
Kab. Karanganyar,Jatiyoso,Jatiyoso,0.8343,0.7,0.8667,0.8003,Maju
Kab. Karanganyar,Jatiyoso,Tlobo,0.8343,0.8833,0.9333,0.8837,Mandiri
Kab. Karanganyar,Jatiyoso,Wonorejo,0.7886,0.5667,0.8,0.7184,Maju
Kab. Karanganyar,Jatiyoso,Beruk,0.8229,0.6167,0.8,0.7465,Maju
Kab. Karanganyar,Jatiyoso,Karangsari,0.8229,0.6333,0.6667,0.7076,Maju
Kab. Karanganyar,Jatiyoso,Wukirsawit,0.8343,0.6167,0.8,0.7503,Maju
Kab. Karanganyar,Jumapolo,Paseban,0.8343,0.6333,0.6,0.6892,Berkembang
Kab. Karanganyar,Jumapolo,Lemahbang,0.8057,0.6333,0.6,0.6797,Berkembang
Kab. Karanganyar,Jumapolo,Jatirejo,0.9429,0.55,0.6667,0.7198,Maju
Kab. Karanganyar,Jumapolo,Kwangsan,0.8229,0.7,0.6,0.7076,Maju
Kab. Karanganyar,Jumapolo,Karangbangun,0.8171,0.6,0.6667,0.6946,Berkembang
Kab. Karanganyar,Jumapolo,Ploso,0.7943,0.6,0.6667,0.687,Berkembang
Kab. Karanganyar,Jumapolo,Giriwondo,0.8,0.6833,0.6,0.6944,Berkembang
Kab. Karanganyar,Jumapolo,Kadipiro,0.8171,0.6833,0.6,0.7002,Berkembang
Kab. Karanganyar,Jumapolo,Jumantoro,0.7829,0.65,0.6,0.6776,Berkembang
Kab. Karanganyar,Jumapolo,Kedawung,0.8171,0.6667,0.6,0.6946,Berkembang
Kab. Karanganyar,Jumapolo,Jumapolo,0.8914,0.8333,0.6,0.7749,Maju
Kab. Karanganyar,Jumapolo,Bakalan,0.7886,0.65,0.6667,0.7017,Berkembang
Kab. Karanganyar,Jumantono,Sedayu,0.8857,0.6,0.7333,0.7397,Maju
Kab. Karanganyar,Jumantono,Kebak,0.8229,0.7333,0.6667,0.741,Maju
Kab. Karanganyar,Jumantono,Gemantar,0.7657,0.55,0.6667,0.6608,Berkembang
Kab. Karanganyar,Jumantono,Tunggulrejo,0.8229,0.8,0.9333,0.8521,Mandiri
Kab. Karanganyar,Jumantono,Genengan,0.7257,0.8333,0.4,0.653,Berkembang
Kab. Karanganyar,Jumantono,Ngunut,0.88,0.8,0.6,0.76,Maju
Kab. Karanganyar,Jumantono,Tugu,0.9029,0.7,0.6667,0.7565,Maju
Kab. Karanganyar,Jumantono,Sukosari,0.8114,0.6833,0.4667,0.6538,Berkembang
Kab. Karanganyar,Jumantono,Sambirejo,0.8286,0.7333,0.5333,0.6984,Berkembang
Kab. Karanganyar,Jumantono,Blorong,0.8114,0.5667,0.6,0.6594,Berkembang
Kab. Karanganyar,Jumantono,Sringin,0.7257,0.7,0.6667,0.6975,Berkembang
Kab. Karanganyar,Matesih,Ngadiluwih,0.7886,0.8,0.5333,0.7073,Maju
Kab. Karanganyar,Matesih,Dawung,0.7486,0.75,0.6,0.6995,Berkembang
Kab. Karanganyar,Matesih,Matesih,0.8743,0.9,0.7333,0.8359,Mandiri
Kab. Karanganyar,Matesih,Karangbangun,0.8457,0.6667,0.6667,0.7263,Maju
Kab. Karanganyar,Matesih,Koripan,0.7429,0.65,0.7333,0.7087,Maju
Kab. Karanganyar,Matesih,Girilayu,0.7429,0.6833,0.6,0.6754,Berkembang
Kab. Karanganyar,Matesih,Pablengan,0.8057,0.5833,0.6,0.663,Berkembang
Kab. Karanganyar,Matesih,Plosorejo,0.8629,0.5,0.6667,0.6765,Berkembang
Kab. Karanganyar,Matesih,Gantiwarno,0.8229,0.65,0.5333,0.6687,Berkembang
Kab. Karanganyar,Tawangmangu,Gondosuli,0.8286,0.6833,0.9333,0.8151,Maju
Kab. Karanganyar,Tawangmangu,Sepanjang,0.7371,0.7,0.9333,0.7902,Maju
Kab. Karanganyar,Tawangmangu,Bandardawung,0.8343,0.7,0.9333,0.8225,Mandiri
Kab. Karanganyar,Tawangmangu,Karanglo,0.84,0.6,0.7333,0.7244,Maju
Kab. Karanganyar,Tawangmangu,Nglebak,0.9314,0.8,0.8667,0.866,Mandiri
Kab. Karanganyar,Tawangmangu,Plumbon,0.8571,0.6833,0.6,0.7135,Maju
Kab. Karanganyar,Tawangmangu,Tengklik,0.8286,0.5167,0.8,0.7151,Maju
Kab. Karanganyar,Ngargoyoso,Puntukrejo,0.8571,0.6833,0.4667,0.669,Berkembang
Kab. Karanganyar,Ngargoyoso,Berjo,0.8229,0.7167,0.6,0.7132,Maju
Kab. Karanganyar,Ngargoyoso,Girimulyo,0.7257,0.7333,0.4667,0.6419,Berkembang
Kab. Karanganyar,Ngargoyoso,Segorogunung,0.8,0.6333,0.8,0.7444,Maju
Kab. Karanganyar,Ngargoyoso,Kemuning,0.84,0.8833,0.8,0.8411,Mandiri
Kab. Karanganyar,Ngargoyoso,Nglegok,0.7829,0.6333,0.6,0.6721,Berkembang
Kab. Karanganyar,Ngargoyoso,Dukuh,0.6914,0.6333,0.6,0.6416,Berkembang
Kab. Karanganyar,Ngargoyoso,Jatirejo,0.8114,0.5833,0.6,0.6649,Berkembang
Kab. Karanganyar,Ngargoyoso,Ngargoyoso,0.7543,0.6333,0.6667,0.6848,Berkembang
Kab. Karanganyar,Karangpandan,Bangsri,0.8914,0.7833,0.6,0.7583,Maju
Kab. Karanganyar,Karangpandan,Ngemplak,0.8629,0.65,0.5333,0.6821,Berkembang
Kab. Karanganyar,Karangpandan,Doplang,0.9086,0.6333,0.5333,0.6917,Berkembang
Kab. Karanganyar,Karangpandan,Gerdu,0.7257,0.5833,0.8,0.703,Berkembang
Kab. Karanganyar,Karangpandan,Karang,0.8057,0.7,0.6,0.7019,Berkembang
Kab. Karanganyar,Karangpandan,Salam,0.8457,0.6333,0.5333,0.6708,Berkembang
Kab. Karanganyar,Karangpandan,Karangpandan,0.8857,0.8667,0.8,0.8508,Mandiri
Kab. Karanganyar,Karangpandan,Tohkuning,0.8114,0.6,0.6667,0.6927,Berkembang
Kab. Karanganyar,Karangpandan,Gondangmanis,0.7771,0.6667,0.6,0.6813,Berkembang
Kab. Karanganyar,Karangpandan,Dayu,0.7486,0.7333,0.6667,0.7162,Maju
Kab. Karanganyar,Karangpandan,Harjosari,0.8514,0.7167,0.6667,0.7449,Maju
Kab. Karanganyar,Tasikmadu,Buran,0.9257,0.7,0.6667,0.7641,Maju
Kab. Karanganyar,Tasikmadu,Papahan,0.92,1,0.9333,0.9511,Mandiri
Kab. Karanganyar,Tasikmadu,Ngijo,0.8514,0.8667,1,0.906,Mandiri
Kab. Karanganyar,Tasikmadu,Gaum,0.8286,0.6333,0.6,0.6873,Berkembang
Kab. Karanganyar,Tasikmadu,Suruh,0.8571,0.6333,0.8667,0.7857,Maju
Kab. Karanganyar,Tasikmadu,Pandeyan,0.7657,0.6833,0.6667,0.7052,Berkembang
Kab. Karanganyar,Tasikmadu,Karangmojo,0.8171,0.5667,0.8667,0.7502,Maju
Kab. Karanganyar,Tasikmadu,Kaling,0.84,0.6,0.6667,0.7022,Berkembang
Kab. Karanganyar,Tasikmadu,Wonolopo,0.8286,0.6167,0.6667,0.704,Berkembang
Kab. Karanganyar,Tasikmadu,Kalijirak,0.7943,0.6,0.6667,0.687,Berkembang
Kab. Karanganyar,Jaten,Suruhkalang,0.9143,0.7667,0.6667,0.7825,Maju
Kab. Karanganyar,Jaten,Jati,0.9257,0.8333,0.8667,0.8752,Mandiri
Kab. Karanganyar,Jaten,Jaten,0.8914,0.9667,0.8667,0.9083,Mandiri
Kab. Karanganyar,Jaten,Dagen,0.9371,0.9833,0.6,0.8402,Mandiri
Kab. Karanganyar,Jaten,Ngringo,0.9829,0.9333,0.6667,0.861,Mandiri
Kab. Karanganyar,Jaten,Jetis,0.9029,0.7333,0.6667,0.7676,Maju
Kab. Karanganyar,Jaten,Sroyo,0.9143,0.8,0.8,0.8381,Mandiri
Kab. Karanganyar,Jaten,Brujul,0.92,0.5667,0.8667,0.7844,Maju
Kab. Karanganyar,Colomadu,Ngasem,0.8914,0.7167,0.5333,0.7138,Maju
Kab. Karanganyar,Colomadu,Bolon,0.9257,0.75,0.6667,0.7808,Maju
Kab. Karanganyar,Colomadu,Malangjiwan,0.9371,0.8333,0.8667,0.879,Mandiri
Kab. Karanganyar,Colomadu,Paulan,0.9371,0.8667,0.4667,0.7568,Maju
Kab. Karanganyar,Colomadu,Gajahan,0.8686,0.7833,0.6667,0.7729,Maju
Kab. Karanganyar,Colomadu,Blulukan,0.8857,0.8167,0.9333,0.8786,Mandiri
Kab. Karanganyar,Colomadu,Gawanan,0.9143,0.8333,0.8667,0.8714,Mandiri
Kab. Karanganyar,Colomadu,Gedongan,0.7257,0.7,0.8667,0.7641,Maju
Kab. Karanganyar,Colomadu,Tohudan,0.8971,0.7,0.6667,0.7546,Maju
Kab. Karanganyar,Colomadu,Baturan,0.9086,0.6833,0.6667,0.7529,Maju
Kab. Karanganyar,Colomadu,Klodran,0.9257,0.8333,0.5333,0.7641,Maju
Kab. Karanganyar,Gondangrejo,Wonorejo,0.9486,0.9,0.6,0.8162,Mandiri
Kab. Karanganyar,Gondangrejo,Plesungan,0.8457,0.8667,0.6,0.7708,Maju
Kab. Karanganyar,Gondangrejo,Jatikuwung,0.7771,0.7333,0.6667,0.7257,Maju
Kab. Karanganyar,Gondangrejo,Selokaton,0.9429,0.9167,0.6667,0.8421,Mandiri
Kab. Karanganyar,Gondangrejo,Bulurejo,0.8571,0.7167,0.6667,0.7468,Maju
Kab. Karanganyar,Gondangrejo,Rejosari,0.7943,0.8167,0.6,0.737,Maju
Kab. Karanganyar,Gondangrejo,Jeruksawit,0.8343,0.7167,0.6667,0.7392,Maju
Kab. Karanganyar,Gondangrejo,Karangturi,0.7943,0.7333,0.8667,0.7981,Maju
Kab. Karanganyar,Gondangrejo,Kragan,0.7829,0.6833,0.6667,0.711,Maju
Kab. Karanganyar,Gondangrejo,Wonosari,0.8171,0.75,0.6667,0.7446,Maju
Kab. Karanganyar,Gondangrejo,Dayu,0.7771,0.7667,0.7333,0.759,Maju
Kab. Karanganyar,Gondangrejo,Tuban,0.8686,0.9,0.4667,0.7451,Maju
Kab. Karanganyar,Gondangrejo,Krendowahono,0.8114,0.7,0.8,0.7705,Maju
Kab. Karanganyar,Kebakkramat,Banjarharjo,0.8971,0.6167,0.6,0.7046,Berkembang
Kab. Karanganyar,Kebakkramat,Alastuwo,0.9086,0.5667,0.6667,0.714,Maju
Kab. Karanganyar,Kebakkramat,Macanan,0.8629,0.6833,0.6667,0.7376,Maju
Kab. Karanganyar,Kebakkramat,Nangsri,0.8857,0.6833,0.6,0.723,Maju
Kab. Karanganyar,Kebakkramat,Kemiri,0.9371,0.9167,0.6,0.8179,Mandiri
Kab. Karanganyar,Kebakkramat,Kebak,0.8686,0.7667,0.5333,0.7229,Maju
Kab. Karanganyar,Kebakkramat,Waru,0.8971,0.6833,0.6667,0.749,Maju
Kab. Karanganyar,Kebakkramat,Pulosari,0.8457,0.7833,0.6,0.743,Maju
Kab. Karanganyar,Kebakkramat,Malanggaten,0.8457,0.65,0.6667,0.7208,Maju
Kab. Karanganyar,Kebakkramat,Kaliwuluh,0.8229,0.8,0.5333,0.7187,Maju
Kab. Karanganyar,Mojogedang,Sewurejo,0.8629,0.6667,0.8667,0.7987,Maju
Kab. Karanganyar,Mojogedang,Ngadirejo,0.8229,0.5667,0.6667,0.6854,Berkembang
Kab. Karanganyar,Mojogedang,Mojogedang,0.8686,0.9,0.8,0.8562,Mandiri
Kab. Karanganyar,Mojogedang,Pojok,0.8686,0.6167,0.6667,0.7173,Maju
Kab. Karanganyar,Mojogedang,Mojoroto,0.7886,0.5833,0.8667,0.7462,Maju
Kab. Karanganyar,Mojogedang,Kaliboto,0.8457,0.6167,0.9333,0.7986,Maju
Kab. Karanganyar,Mojogedang,Buntar,0.8114,0.5333,0.6667,0.6705,Berkembang
Kab. Karanganyar,Mojogedang,Gebyog,0.8286,0.6833,0.8667,0.7929,Maju
Kab. Karanganyar,Mojogedang,Gentungan,0.9086,0.6167,0.6667,0.7306,Maju
Kab. Karanganyar,Mojogedang,Pendem,0.9257,0.7,0.6667,0.7641,Maju
Kab. Karanganyar,Mojogedang,Pereng,0.8229,0.8,0.6667,0.7632,Maju
Kab. Karanganyar,Mojogedang,Munggur,0.88,0.95,0.9333,0.9211,Mandiri
Kab. Karanganyar,Mojogedang,Kedungjeruk,0.8743,0.8333,0.6,0.7692,Maju
Kab. Karanganyar,Kerjo,Kuto,0.9086,0.7667,0.8667,0.8473,Mandiri
Kab. Karanganyar,Kerjo,Tamansari,0.76,0.5833,0.8667,0.7367,Maju
Kab. Karanganyar,Kerjo,Ganten,0.7657,0.6333,0.7333,0.7108,Maju
Kab. Karanganyar,Kerjo,Gempolan,0.7714,0.5667,0.6,0.646,Berkembang
Kab. Karanganyar,Kerjo,Plosorejo,0.7829,0.4833,0.8,0.6887,Berkembang
Kab. Karanganyar,Kerjo,Karangrejo,0.8,0.6167,0.6667,0.6944,Berkembang
Kab. Karanganyar,Kerjo,Kwadungan,0.9429,0.8333,0.6,0.7921,Maju
Kab. Karanganyar,Kerjo,Botok,0.72,0.6167,0.6667,0.6678,Berkembang
Kab. Karanganyar,Kerjo,Sumberejo,0.9314,0.6667,0.6667,0.7549,Maju
Kab. Karanganyar,Kerjo,Tawangsari,0.8114,0.6167,0.6667,0.6983,Berkembang
Kab. Karanganyar,Jenawi,Gumeng,0.7257,0.5667,0.8,0.6975,Berkembang
Kab. Karanganyar,Jenawi,Anggrasmanis,0.7486,0.6333,0.5333,0.6384,Berkembang
Kab. Karanganyar,Jenawi,Jenawi,0.7714,0.5,0.8,0.6905,Berkembang
Kab. Karanganyar,Jenawi,Trengguli,0.8343,0.55,0.8,0.7281,Maju
Kab. Karanganyar,Jenawi,Sidomukti,0.7314,0.6,0.6,0.6438,Berkembang
Kab. Karanganyar,Jenawi,Balong,0.7886,0.8667,0.8,0.8184,Mandiri
Kab. Karanganyar,Jenawi,Seloromo,0.7886,0.7,0.8667,0.7851,Maju
Kab. Karanganyar,Jenawi,Menjing,0.8057,0.6333,0.6,0.6797,Berkembang
Kab. Karanganyar,Jenawi,Lempong,0.7657,0.7,0.6,0.6886,Berkembang
Kab. Semarang,Getasan,Tajuk,0.8629,0.7833,0.8667,0.8376,Mandiri
Kab. Semarang,Getasan,Batur,0.8057,0.5833,0.6,0.663,Berkembang
Kab. Semarang,Getasan,Kopeng,0.76,0.8,0.9333,0.8311,Mandiri
Kab. Semarang,Getasan,Tolokan,0.8343,0.9333,0.4,0.7225,Maju
Kab. Semarang,Getasan,Wates,0.9657,0.8333,0.8,0.8663,Mandiri
Kab. Semarang,Getasan,Getasan,0.9086,1,0.8,0.9029,Mandiri
Kab. Semarang,Getasan,Sumogawe,0.9714,0.8333,1,0.9349,Mandiri
Kab. Semarang,Getasan,Samirono,0.8229,0.5333,0.6,0.6521,Berkembang
Kab. Semarang,Getasan,Jetak,0.88,0.6667,0.8667,0.8044,Maju
Kab. Semarang,Getasan,Polobogo,0.8743,0.5833,0.5333,0.6637,Berkembang
Kab. Semarang,Getasan,Manggihan,0.84,0.5667,0.5333,0.6467,Berkembang
Kab. Semarang,Getasan,Ngrawan,0.8171,0.55,0.6,0.6557,Berkembang
Kab. Semarang,Getasan,Nogosaren,0.7371,0.6333,0.7333,0.7013,Berkembang
